period,r10yr,rff,rbaa,r3mo,r1yr,r3yr,r5yr,rec,rec12mo,r10yrff,emp,ur,sp500,ip,cycle,r10yrffma,s6_lnsp500,s6_lnemp,s6_lnip
1/1/1967,4.58,4.94,5.97,4.72,4.75,4.75,4.70,0,0,-0.36,65407,3.9,84.45,35.1716,expansion,-0.43,-0.016325455,0.017054103,0.017070463
2/1/1967,4.63,5,5.82,4.56,4.71,4.73,4.74,0,0,-0.37,65429,3.8,87.36,34.7727,expansion,-0.44,0.079918707,0.01419184,0.004886433
3/1/1967,4.54,4.53,5.85,4.26,4.35,4.47,4.54,0,0,0.01,65530,3.8,89.42,34.5767,expansion,-0.40,0.139074413,0.013628229,-0.01004863
4/1/1967,4.59,4.05,5.83,3.84,4.11,4.38,4.51,0,0,0.54,65466,3.8,90.96,34.9028,expansion,-0.22,0.164927539,0.009392334,-0.007563836
5/1/1967,4.85,3.94,5.96,3.6,4.15,4.61,4.75,0,0,0.91,65620,3.8,92.59,34.5983,expansion,0.03,0.133855454,0.009200993,-0.009421263
6/1/1967,5.02,3.98,6.15,3.54,4.48,4.89,5.01,0,0,1.04,65750,3.9,91.43,34.594,expansion,0.30,0.1170587,0.00841554,-0.011853502
7/1/1967,5.16,3.79,6.26,4.21,5.01,5.06,5.23,0,0,1.37,65888,3.8,93.01,34.5152,expansion,0.58,0.096547371,0.007327044,-0.018839132
8/1/1967,5.28,3.9,6.33,4.27,5.13,5.23,5.31,0,0,1.38,66143,3.8,94.49,35.1765,expansion,0.88,0.078456497,0.01085348,0.01154565
9/1/1967,5.3,3.99,6.40,4.42,5.24,5.41,5.40,0,0,1.31,66164,3.8,95.81,35.1194,expansion,1.09,0.069022693,0.009628455,0.01557364
10/1/1967,5.48,3.88,6.52,4.56,5.37,5.52,5.57,0,0,1.6,66225,4,95.66,35.4054,expansion,1.27,0.050380389,0.011527111,0.014297296
11/1/1967,5.75,4.13,6.72,4.73,5.61,5.71,5.78,0,0,1.62,66703,3.9,92.66,35.9118,expansion,1.39,0.000755736,0.016369402,0.037261384
12/1/1967,5.7,4.51,6.93,4.97,5.71,5.71,5.75,0,0,1.19,66900,3.8,95.3,36.2985,expansion,1.41,0.041456158,0.017339296,0.048096161
1/1/1968,5.53,4.6,6.84,5,5.43,5.53,5.54,0,0,0.93,66804,3.7,95.04,36.2595,expansion,1.34,0.021590841,0.013806628,0.049301609
2/1/1968,5.56,4.71,6.80,4.98,5.41,5.61,5.59,0,0,0.85,67215,3.8,90.75,36.3894,expansion,1.25,-0.040385536,0.016077372,0.033899277
3/1/1968,5.74,5.05,6.85,5.17,5.58,5.80,5.76,0,0,0.69,67295,3.7,89.09,36.503,expansion,1.15,-0.072719969,0.016949431,0.038640765
4/1/1968,5.64,5.76,6.97,5.38,5.71,5.75,5.69,0,0,-0.12,67556,3.5,95.67,36.5558,expansion,0.86,0.000104531,0.019898848,0.031975509
5/1/1968,5.87,6.11,7.03,5.66,6.14,6.11,6.04,0,0,-0.24,67652,3.5,97.87,36.9659,expansion,0.55,0.054703187,0.014126989,0.028929934
6/1/1968,5.72,6.07,7.07,5.52,5.98,5.82,5.85,0,0,-0.35,67905,3.7,100.53,37.1017,expansion,0.29,0.05342638,0.014910702,0.021886373
7/1/1968,5.5,6.02,6.98,5.31,5.65,5.54,5.60,0,0,-0.52,68126,3.7,100.3,37.0448,expansion,0.05,0.053867839,0.019595973,0.021426575
8/1/1968,5.42,6.03,6.82,5.09,5.43,5.42,5.50,0,0,-0.61,68330,3.5,98.11,37.1482,expansion,-0.19,0.077980825,0.016452472,0.020637794
9/1/1968,5.46,5.78,6.79,5.19,5.45,5.39,5.48,0,0,-0.32,68484,3.4,101.34,37.2889,expansion,-0.36,0.128834105,0.017514202,0.021301246
10/1/1968,5.58,5.91,6.84,5.35,5.57,5.52,5.55,0,0,-0.33,68721,3.4,103.76,37.3629,expansion,-0.40,0.08117577,0.017097946,0.021838373
11/1/1968,5.7,5.82,7.01,5.45,5.75,5.57,5.66,0,0,-0.12,68984,3.4,105.4,37.8462,expansion,-0.38,0.074122569,0.019497676,0.023534712
12/1/1968,6.03,6.02,7.23,5.96,6.19,6.16,6.12,0,0,0.01,69248,3.4,106.48,37.9657,expansion,-0.32,0.057500984,0.019584594,0.02302033
1/1/1969,6.04,6.3,7.32,6.14,6.34,6.22,6.25,0,1,-0.26,69439,3.4,102.04,38.1954,prerecession,-0.27,0.017199198,0.019089738,0.030587098
2/1/1969,6.19,6.61,7.30,6.12,6.41,6.32,6.34,0,1,-0.42,69699,3.4,101.4,38.4398,prerecession,-0.24,0.032983793,0.019837062,0.034178063
3/1/1969,6.3,6.79,7.51,6.02,6.34,6.38,6.41,0,1,-0.49,69905,3.4,99.3,38.7412,prerecession,-0.27,-0.020335629,0.020537036,0.038207938
4/1/1969,6.17,7.41,7.54,6.11,6.26,6.25,6.30,0,1,-1.24,70072,3.4,101.26,38.5987,prerecession,-0.42,-0.024389073,0.019468455,0.032540364
5/1/1969,6.32,8.67,7.52,6.04,6.42,6.51,6.54,0,1,-2.35,70328,3.4,104.62,38.4528,prerecession,-0.79,-0.007427898,0.019295419,0.015900937
6/1/1969,6.57,8.9,7.70,6.44,7.04,6.83,6.75,0,1,-2.33,70636,3.5,99.14,38.8285,prerecession,-1.18,-0.071424181,0.019845666,0.022471393
7/1/1969,6.72,8.61,7.84,7,7.6,7.31,7.01,0,1,-1.89,70729,3.5,94.71,39.0334,prerecession,-1.45,-0.074545302,0.018407003,0.0217026
8/1/1969,6.69,9.19,7.86,6.98,7.54,7.29,7.03,0,1,-2.5,71008,3.5,94.18,39.1231,prerecession,-1.80,-0.073865246,0.018606576,0.017619704
9/1/1969,7.16,9.15,8.05,7.09,7.82,7.77,7.57,0,1,-1.99,70914,3.7,94.51,39.1143,prerecession,-2.05,-0.049439922,0.014330698,0.009584496
10/1/1969,7.1,9,8.22,7,7.64,7.57,7.51,0,1,-1.9,71121,3.7,95.52,39.1258,prerecession,-2.16,-0.058355817,0.014859367,0.013563499
11/1/1969,7.14,8.85,8.25,7.24,7.89,7.65,7.53,0,1,-1.71,71086,3.5,96.21,38.757,prerecession,-2.05,-0.083801436,0.010720399,0.007879869
12/1/1969,7.65,8.97,8.65,7.82,8.17,8.10,7.96,0,1,-1.32,71241,3.5,91.11,38.653,prerecession,-1.89,-0.084465425,0.008528566,-0.004530121
1/1/1970,7.79,8.98,8.86,7.87,8.1,8.24,8.17,1,1,-1.19,71176,3.9,90.31,37.9372,recession,-1.77,-0.047571395,0.00630001,-0.028485529
2/1/1970,7.24,8.98,8.78,7.13,7.59,7.79,7.82,1,1,-1.74,71305,4.2,87.16,37.9122,recession,-1.64,-0.077462335,0.004173904,-0.031440125
3/1/1970,7.07,7.76,8.63,6.63,6.97,7.15,7.21,1,1,-0.69,71451,4.4,88.65,37.863,recession,-1.43,-0.064009616,0.007544025,-0.032513747
4/1/1970,7.39,8.1,8.70,6.51,7.06,7.39,7.50,1,1,-0.71,71348,4.6,85.95,37.7656,recession,-1.23,-0.105569918,0.003186661,-0.035383461
5/1/1970,7.91,7.94,8.98,6.84,7.75,7.94,7.97,1,1,-0.03,71124,4.8,76.06,37.7216,recession,-0.95,-0.2350108,0.000534421,-0.02707851
6/1/1970,7.84,7.6,9.25,6.68,7.55,7.84,7.85,1,1,0.24,71029,4.9,75.59,37.5996,recession,-0.69,-0.186743568,-0.002980251,-0.02763098
7/1/1970,7.46,7.21,9.40,6.45,7.1,7.56,7.59,1,1,0.25,71053,5,75.72,37.6919,recession,-0.45,-0.17620587,-0.001729606,-0.006486944
8/1/1970,7.53,6.61,9.44,6.41,6.98,7.46,7.57,1,1,0.92,70937,5.1,77.92,37.6247,recession,0.00,-0.112062851,-0.005174292,-0.00761221
9/1/1970,7.39,6.29,9.39,6.12,6.73,7.11,7.29,1,1,1.1,70944,5.4,82.58,37.3654,recession,0.30,-0.070928512,-0.007121067,-0.013229239
10/1/1970,7.33,6.2,9.33,5.91,6.43,6.96,7.12,1,1,1.13,70521,5.5,84.37,36.6179,recession,0.60,-0.018553844,-0.011658775,-0.030861443
11/1/1970,6.84,5.6,9.38,5.28,5.51,6.25,6.47,1,1,1.24,70409,5.9,84.28,36.3961,recession,0.81,0.102622086,-0.010103737,-0.035771249
12/1/1970,6.39,4.9,9.12,4.87,5,5.75,5.95,0,0,1.49,70792,6.1,90.05,37.232,expansion,1.02,0.175041072,-0.003342244,-0.009824805
1/1/1971,6.24,4.14,8.74,4.44,4.57,5.61,5.89,0,0,2.1,70865,5.9,93.49,37.5184,expansion,1.33,0.210812152,-0.002649419,-0.004613738
2/1/1971,6.11,3.72,8.39,3.7,3.89,5.07,5.56,0,0,2.39,70807,5.9,97.11,37.4469,expansion,1.58,0.220161697,-0.001834293,-0.00473682
3/1/1971,5.7,3.71,8.46,3.38,3.69,4.50,5.00,0,0,1.99,70860,6,99.6,37.4063,expansion,1.72,0.187394644,-0.001184734,0.001093997
4/1/1971,5.83,4.15,8.45,3.86,4.3,5.22,5.65,0,0,1.68,71036,5.9,103.04,37.6164,expansion,1.82,0.199905374,0.007276253,0.026902934
5/1/1971,6.39,4.63,8.62,4.14,5.04,5.97,6.28,0,0,1.76,71247,5.9,101.64,37.8073,expansion,1.90,0.18729257,0.011831617,0.03804058
6/1/1971,6.52,4.91,8.75,4.75,5.64,6.32,6.53,0,0,1.61,71254,5.9,99.72,37.9658,expansion,1.92,0.102001187,0.006504958,0.019517148
7/1/1971,6.73,5.31,8.76,5.4,6.04,6.74,6.85,0,0,1.42,71315,6,99,37.8556,expansion,1.81,0.057265371,0.006330025,0.008947442
8/1/1971,6.58,5.56,8.76,4.94,5.8,6.35,6.55,0,0,1.02,71373,6.1,97.24,37.6359,expansion,1.58,0.001337793,0.007961781,0.005034453
9/1/1971,6.14,5.55,8.59,4.69,5.41,5.89,6.14,0,0,0.59,71614,6,99.4,38.2476,expansion,1.35,-0.002010051,0.010584486,0.022241674
10/1/1971,5.93,5.2,8.48,4.46,4.91,5.56,5.93,0,0,0.73,71642,5.8,97.29,38.5339,expansion,1.19,-0.057421053,0.008494703,0.024098248
11/1/1971,5.81,4.91,8.38,4.22,4.67,5.35,5.78,0,0,0.9,71847,6,92.78,38.6974,expansion,1.05,-0.091206059,0.008386145,0.023270209
12/1/1971,5.93,4.14,8.38,4.01,4.6,5.27,5.69,0,0,1.79,72109,6,99.17,39.1441,expansion,1.08,-0.005530709,0.011927905,0.030563954
1/1/1972,5.95,3.5,8.23,3.38,4.28,5.14,5.59,0,0,2.45,72441,5.8,103.3,40.0823,expansion,1.25,0.042517526,0.015665753,0.057155919
2/1/1972,6.08,3.29,8.23,3.2,4.27,5.25,5.69,0,0,2.79,72648,5.7,105.24,40.485,expansion,1.54,0.079061307,0.017706214,0.072973153
3/1/1972,6.07,3.83,8.24,3.73,4.67,5.56,5.87,0,0,2.24,72944,5.8,107.69,40.7718,expansion,1.82,0.080104616,0.018401438,0.063909853
4/1/1972,6.19,4.17,8.24,3.71,4.96,5.88,6.17,0,0,2.02,73162,5.7,108.81,41.1759,expansion,2.03,0.111907033,0.020994666,0.06631476
5/1/1972,6.13,4.27,8.23,3.69,4.64,5.55,5.85,0,0,1.86,73469,5.7,107.65,41.1792,expansion,2.19,0.148654124,0.022324691,0.06216086
6/1/1972,6.11,4.46,8.20,3.91,4.93,5.64,5.91,0,0,1.65,73758,5.7,108.01,41.2864,expansion,2.17,0.085388266,0.022610601,0.053283439
7/1/1972,6.11,4.55,8.23,3.98,4.96,5.78,5.97,0,0,1.56,73709,5.6,107.21,41.2475,expansion,2.02,0.037152152,0.017352471,0.028655665
8/1/1972,6.21,4.8,8.19,4.02,4.98,5.79,6.02,0,0,1.41,74141,5.6,111.01,41.8173,expansion,1.79,0.053376831,0.020342825,0.032378594
9/1/1972,6.55,4.87,8.09,4.66,5.52,6.06,6.25,0,0,1.68,74264,5.5,109.39,42.1375,expansion,1.70,0.015662749,0.017934289,0.032947415
10/1/1972,6.48,5.04,8.06,4.74,5.52,6.05,6.18,0,0,1.44,74674,5.6,109.56,42.6806,expansion,1.60,0.006869102,0.020455812,0.035891351
11/1/1972,6.28,5.06,7.99,4.78,5.27,5.94,6.12,0,0,1.22,74973,5.3,115.05,43.1838,expansion,1.49,0.066481593,0.0202645,0.04753215
12/1/1972,6.36,5.33,7.93,5.07,5.52,6.01,6.16,0,1,1.03,75268,5.2,117.5,43.669,prerecession,1.39,0.084214518,0.020265614,0.05610532
1/1/1973,6.46,5.94,7.90,5.41,5.89,6.27,6.34,0,1,0.52,75617,4.9,118.42,43.9874,prerecession,1.22,0.099448099,0.025556217,0.064312724
2/1/1973,6.64,6.58,7.97,5.6,6.19,6.58,6.60,0,1,0.06,76014,5,114.16,44.6275,prerecession,0.99,0.027980686,0.024948848,0.065040131
3/1/1973,6.71,7.09,8.03,6.09,6.85,6.86,6.80,0,1,-0.38,76284,4.9,112.42,44.6439,prerecession,0.65,0.027322379,0.026836906,0.057779599
4/1/1973,6.67,7.12,8.09,6.26,6.85,6.78,6.67,0,1,-0.45,76455,5,110.27,44.5779,prerecession,0.33,0.006459559,0.02357036,0.043493736
5/1/1973,6.85,7.84,8.06,6.36,6.89,6.83,6.80,0,1,-0.99,76648,4.9,107.22,44.8726,prerecession,-0.04,-0.070484018,0.022095464,0.038361939
6/1/1973,6.9,8.49,8.13,7.19,7.31,6.84,6.69,0,1,-1.59,76887,4.9,104.75,44.9269,prerecession,-0.47,-0.114861775,0.021281734,0.028398256
7/1/1973,7.13,10.4,8.24,8.01,8.39,7.54,7.33,0,1,-3.27,76913,4.8,105.83,45.0921,prerecession,-1.10,-0.112403594,0.016993787,0.024803836
8/1/1973,7.4,10.5,8.53,8.67,8.82,7.89,7.63,0,1,-3.1,77168,4.8,103.8,45.0305,prerecession,-1.63,-0.095135002,0.015067329,0.008989777
9/1/1973,7.09,10.78,8.63,8.29,8.31,7.25,7.05,0,1,-3.69,77276,4.8,105.61,45.3912,prerecession,-2.18,-0.062488794,0.012920211,0.016600574
10/1/1973,6.79,10.01,8.41,7.22,7.4,6.81,6.77,0,1,-3.22,77607,4.6,109.84,45.7542,prerecession,-2.64,-0.003907142,0.014955297,0.02604537
11/1/1973,6.73,10.03,8.42,7.83,7.57,7.00,6.92,0,1,-3.3,77920,4.8,102.03,45.9606,prerecession,-3.03,-0.049615911,0.016459147,0.023957144
12/1/1973,6.74,9.95,8.48,7.45,7.27,6.81,6.80,1,1,-3.21,78031,4.9,94.78,45.8321,recession,-3.30,-0.100018142,0.014769372,0.019947995
1/1/1974,6.99,9.65,8.48,7.77,7.42,6.96,6.95,1,1,-2.66,78100,5.1,96.11,45.5297,recession,-3.20,-0.096340664,0.015315144,0.009657795
2/1/1974,6.96,8.97,8.53,7.12,6.88,6.76,6.82,1,1,-2.01,78254,5.2,93.45,45.3982,recession,-3.02,-0.105039437,0.013975083,0.008132419
3/1/1974,7.21,9.35,8.62,7.96,7.76,7.35,7.31,1,1,-2.14,78296,5.1,97.44,45.3907,recession,-2.76,-0.08051626,0.013113087,-1.10154E-05
4/1/1974,7.51,10.51,8.87,8.33,8.62,8.05,7.92,1,1,-3,78382,5.1,92.46,45.253,recession,-2.72,-0.172248643,0.00993668,-0.011014624
5/1/1974,7.58,11.31,9.05,8.23,8.78,8.27,8.18,1,1,-3.73,78549,5.1,89.67,45.6185,recession,-2.79,-0.129130623,0.008039975,-0.007471172
6/1/1974,7.54,11.93,9.27,7.9,8.67,8.15,8.10,1,1,-4.39,78604,5.4,89.79,45.5354,recession,-2.99,-0.054084806,0.007316405,-0.006494674
7/1/1974,7.81,12.92,9.48,7.55,8.8,8.41,8.38,1,1,-5.11,78636,5.5,82.82,45.6196,recession,-3.40,-0.148823791,0.006839553,0.001972588
8/1/1974,8.04,12.01,9.77,8.96,9.36,8.66,8.63,1,1,-3.97,78619,5.5,76.03,45.1411,recession,-3.72,-0.206298535,0.004653454,-0.005679317
9/1/1974,8.04,11.34,10.18,8.06,8.87,8.41,8.37,1,1,-3.3,78610,5.9,68.12,45.1475,recession,-3.92,-0.357965948,0.004002402,-0.005372331
10/1/1974,7.9,10.06,10.48,7.46,8.05,8.00,7.97,1,1,-2.16,78630,6,69.44,45.0063,recession,-3.78,-0.286313048,0.003158997,-0.005466486
11/1/1974,7.68,9.45,10.60,7.47,7.66,7.61,7.68,1,1,-1.77,78265,6.6,71.74,43.5222,recession,-3.45,-0.223087793,-0.00362213,-0.047042183
12/1/1974,7.43,8.53,10.63,7.15,7.31,7.24,7.31,1,1,-1.1,77652,7.2,67.07,41.9572,recession,-2.90,-0.29173676,-0.012185283,-0.081839994
1/1/1975,7.5,7.13,10.81,6.26,6.83,7.23,7.41,1,1,0.37,77293,8.1,72.56,41.3766,recession,-1.99,-0.132255772,-0.017226215,-0.097621945
2/1/1975,7.39,6.24,10.65,5.5,5.98,6.65,7.11,1,1,1.15,76918,8.1,80.1,40.4317,recession,-1.14,0.052147855,-0.021873481,-0.110179009
3/1/1975,7.73,5.54,10.48,5.49,6.11,6.81,7.30,1,1,2.19,76648,8.6,83.78,39.9919,recession,-0.22,0.20692346,-0.025275405,-0.121257974
4/1/1975,8.23,5.49,10.58,5.61,6.9,7.76,7.99,0,0,2.74,76460,8.8,84.72,40.066,expansion,0.60,0.198888631,-0.027985578,-0.116274386
5/1/1975,8.06,5.22,10.69,5.23,6.39,7.39,7.72,0,0,2.84,76624,9,90.1,39.9521,expansion,1.37,0.227871693,-0.021190161,-0.085589916
6/1/1975,7.86,5.55,10.62,5.34,6.29,7.17,7.51,0,0,2.31,76521,8.8,92.4,40.2049,expansion,1.93,0.320390129,-0.014672093,-0.042661172
7/1/1975,8.06,6.1,10.55,6.13,7.11,7.72,7.92,0,0,1.96,76770,8.6,92.49,40.6187,expansion,2.20,0.242686725,-0.006789456,-0.018486952
8/1/1975,8.4,6.14,10.59,6.44,7.7,8.16,8.33,0,0,2.26,77153,8.4,85.71,41.0204,expansion,2.38,0.067693651,0.003050544,0.014455373
9/1/1975,8.43,6.24,10.61,6.42,7.75,8.29,8.37,0,0,2.19,77228,8.4,84.67,41.5526,expansion,2.38,0.010567032,0.007538573,0.038283161
10/1/1975,8.14,5.82,10.62,5.96,6.95,7.81,7.97,0,0,2.32,77540,8.4,88.57,41.7303,expansion,2.31,0.044441499,0.014026204,0.040699389
11/1/1975,8.05,5.22,10.56,5.48,6.49,7.46,7.80,0,0,2.83,77685,8.3,90.07,41.7882,expansion,2.31,-0.000333019,0.013751845,0.044932766
12/1/1975,8,5.2,10.56,5.44,6.6,7.43,7.76,0,0,2.8,78017,8.2,88.7,42.3527,expansion,2.39,-0.040867089,0.019361539,0.052043295
1/1/1976,7.74,4.87,10.41,4.87,5.81,6.99,7.46,0,0,2.87,78503,7.9,96.86,42.9179,expansion,2.55,0.046166106,0.022322902,0.055060437
2/1/1976,7.79,4.77,10.24,4.88,5.91,7.06,7.45,0,0,3.02,78816,7.7,100.64,43.3469,expansion,2.67,0.160580288,0.021325559,0.055165686
3/1/1976,7.73,4.84,10.12,5,6.21,7.13,7.49,0,0,2.89,79048,7.6,101.08,43.4396,expansion,2.79,0.177150935,0.023293177,0.044411373
4/1/1976,7.56,4.82,9.94,4.86,5.92,6.84,7.25,0,0,2.74,79292,7.7,101.93,43.6562,expansion,2.86,0.140493103,0.022343309,0.045117827
5/1/1976,7.9,5.29,9.86,5.2,6.4,7.27,7.59,0,0,2.61,79312,7.4,101.16,43.842,expansion,2.82,0.116116276,0.020727253,0.047978259
6/1/1976,7.86,5.48,9.89,5.41,6.52,7.31,7.61,0,0,2.38,79376,7.6,101.77,43.8892,expansion,2.75,0.137455476,0.017269304,0.035636103
7/1/1976,7.83,5.31,9.82,5.23,6.2,7.12,7.49,0,0,2.52,79547,7.8,104.2,44.1328,expansion,2.69,0.073045492,0.013211201,0.027914282
8/1/1976,7.77,5.29,9.64,5.14,6,6.86,7.31,0,0,2.48,79704,7.8,103.29,44.4373,expansion,2.60,0.025990773,0.011203751,0.024844017
9/1/1976,7.59,5.25,9.40,5.08,5.84,6.66,7.13,0,0,2.34,79892,7.6,105.45,44.5848,expansion,2.51,0.042324624,0.01062046,0.026021526
10/1/1976,7.41,5.02,9.29,4.92,5.5,6.24,6.75,0,0,2.39,79911,7.7,101.89,44.5707,expansion,2.45,-0.000392503,0.007776275,0.020731381
11/1/1976,7.29,4.95,9.23,4.75,5.29,6.09,6.52,0,0,2.34,80240,7.8,101.19,45.2543,expansion,2.41,0.000296516,0.011632702,0.031705431
12/1/1976,6.87,4.65,9.12,4.35,4.89,5.68,6.10,0,0,2.22,80448,7.8,104.66,45.7422,expansion,2.38,0.028001636,0.013414957,0.041353009
1/1/1977,7.21,4.61,9.08,4.62,5.29,6.22,6.58,0,0,2.6,80690,7.5,103.81,45.4293,expansion,2.40,-0.003749824,0.01426661,0.028954001
2/1/1977,7.39,4.68,9.12,4.67,5.47,6.44,6.83,0,0,2.71,80988,7.6,100.96,46.1459,expansion,2.43,-0.022816167,0.015981223,0.037728909
3/1/1977,7.46,4.69,9.12,4.6,5.5,6.47,6.93,0,0,2.77,81391,7.4,100.57,46.7314,expansion,2.51,-0.047382904,0.018588979,0.047023322
4/1/1977,7.37,4.73,9.07,4.54,5.44,6.31,6.79,0,0,2.64,81728,7.2,99.05,47.188,expansion,2.55,-0.028269027,0.022483145,0.057062931
5/1/1977,7.46,5.35,9.01,4.96,5.84,6.55,6.94,0,0,2.11,82088,7,98.76,47.552,expansion,2.51,-0.024307273,0.022769699,0.049526156
6/1/1977,7.28,5.39,8.91,5.02,5.8,6.39,6.76,0,0,1.89,82488,7.2,99.29,47.9155,expansion,2.45,-0.05267214,0.025041815,0.046417758
7/1/1977,7.33,5.42,8.87,5.19,5.94,6.51,6.84,0,0,1.91,82834,6.9,100.18,47.9773,expansion,2.34,-0.035593737,0.026223953,0.054570711
8/1/1977,7.4,5.9,8.82,5.49,6.37,6.79,7.03,0,0,1.5,83075,7,97.75,48.0266,expansion,2.14,-0.0323112,0.025442819,0.039946908
9/1/1977,7.34,6.14,8.80,5.81,6.53,6.84,7.04,0,0,1.2,83532,6.8,96.23,48.2179,expansion,1.88,-0.044112843,0.02596509,0.031314006
10/1/1977,7.52,6.47,8.89,6.16,6.97,7.19,7.32,0,0,1.05,83800,6.8,93.74,48.295,expansion,1.61,-0.055099781,0.025036347,0.023188413
11/1/1977,7.58,6.51,8.95,6.1,6.95,7.22,7.34,0,0,1.07,84173,6.8,94.28,48.3823,expansion,1.44,-0.046423586,0.025082362,0.017310195
12/1/1977,7.69,6.56,8.99,6.07,6.96,7.30,7.48,0,0,1.13,84410,6.4,93.82,48.4679,expansion,1.31,-0.056666808,0.02303305,0.01146268
